Employee_ID,Age,Gender,Education,Department,Experience,City,Company_Size,Job_Role,Performance_Rating,Overtime,Remote_Work,Working_Hours,Projects,Certification,Leadership_Score,Skill_Score,Annual_Salary
980,49,Male,Master,Sales,15,,Small,Analyst,1,Yes,Yes,47,5,Yes,62.0,68.0,1561366
981,21,Female,Bachelor,Sales,20,Mumbai,Large,Analyst,2,Yes,No,54,9,Yes,35.0,44.0,1703907
982,31,Male,Bachelor,Finance,14,Mumbai,Medium,Developer,2,Yes,No,46,10,No,96.0,85.0,1835368
983,46,Male,Master,IT,16,Mumbai,Medium,Developer,1,Yes,Yes,48,7,Yes,40.0,88.0,1675390
984,32,Male,Master,Sales,7,Nashik,Medium,Tester,4,No,No,58,3,No,59.0,40.0,1211567
985,49,Female,Bachelor,Finance,12,Pune,Medium,Tester,3,No,Yes,45,8,No,97.0,91.0,1615401
986,59,Male,Bachelor,IT,0,Nagpur,Large,Tester,5,Yes,Yes,46,7,Yes,93.0,97.0,1091546
987,37,Female,Master,HR,6,Nashik,Medium,Tester,2,No,Yes,36,2,Yes,84.0,81.0,1398169
988,32,Female,Master,IT,14,Nashik,Small,Manager,1,No,Yes,39,9,No,49.0,70.0,1601632
989,48,Male,Bachelor,Finance,7,Nagpur,Medium,Developer,3,No,No,45,9,Yes,54.0,71.0,1223598
990,59,Male,Master,Marketing,18,Mumbai,Small,Tester,3,Yes,No,39,7,No,91.0,74.0,2044619
991,32,Female,Diploma,IT,17,Nagpur,Large,Analyst,1,Yes,Yes,50,8,Yes,81.0,61.0,1561744
992,49,Male,Master,IT,9,,Large,Developer,1,Yes,No,52,4,No,93.0,100.0,1655186
993,56,Male,Bachelor,Finance,15,Nagpur,Large,Developer,3,Yes,No,60,7,Yes,37.0,56.0,1529856
994,32,Female,Master,HR,16,Mumbai,Large,Manager,1,No,No,59,7,No,68.0,54.0,1539146
995,25,Male,Diploma,Finance,17,Mumbai,Medium,Developer,2,Yes,Yes,52,8,No,72.0,54.0,1452551
996,32,Male,Master,IT,19,Nashik,Small,Manager,3,No,Yes,55,6,No,39.0,61.0,1822803
997,42,Male,Diploma,Sales,19,Nagpur,Medium,Manager,1,Yes,Yes,42,4,Yes,87.0,44.0,1543257
998,54,Male,Bachelor,Marketing,18,Nagpur,Medium,Analyst,5,No,Yes,45,6,No,79.0,53.0,1694959
999,43,Female,Master,HR,7,Nashik,Small,Developer,3,No,No,48,8,Yes,83.0,72.0,1358812
1000,23,Female,Bachelor,HR,6,Nagpur,Medium,Tester,1,Yes,No,40,4,Yes,90.0,93.0,1247079
